CountyFIPS,Year,Population,Log_Population,Smoking_AdjPrev,Complete_4_Years,is_extreme_smoking,is_extreme_population
8083,2021,26175,4.41788669035088,17.8,True,False,False
8083,2022,26531,4.423753619612828,15.2,True,False,False
8099,2019,12172,4.08536194368613,16.5,True,False,False
8099,2020,12106,4.083000669576533,18.7,True,False,False
8099,2021,11996,4.07903645708749,18.5,True,False,False
8099,2022,11751,4.070074826267528,15.6,True,False,False
8101,2021,169622,5.229482179636299,16.8,False,False,False
8101,2022,169422,5.228969804213312,14.2,False,False,False
8103,2019,6324,3.8009918612601714,17.3,True,False,False
8103,2020,6342,3.80222623769107,17.4,True,False,False
8103,2021,6476,3.811306840081336,17.6,True,False,False
8103,2022,6569,3.8174992618677583,13.3,True,False,False
8107,2019,25638,4.40888414320084,13.5,True,False,False
8107,2020,25560,4.407560849486362,12.6,True,False,False
8107,2021,25091,4.399517970434873,11.9,True,False,False
8107,2022,25064,4.399050381873649,10.0,True,False,False
8113,2019,8179,3.91270020819086,11.8,True,False,False
8113,2020,8105,3.908753019184534,12.1,True,False,False
8113,2021,8074,3.907088745074296,11.9,True,False,False
8113,2022,7868,3.8958643512472992,9.4,True,False,False
8123,2019,324492,5.511203994206702,14.8,True,False,False
8123,2020,333983,5.523724361440038,13.9,True,False,False
8123,2021,340036,5.531524898729587,14.4,True,False,False
8123,2022,359442,5.555628822084377,12.6,True,False,False
9001,2019,943332,5.974664566960404,10.9,False,False,True
9001,2020,942426,5.974247259086457,10.5,False,False,True
9001,2021,959768,5.98216626585573,11.3,False,False,True
9003,2019,891720,5.950228507353124,13.2,False,False,True
9003,2020,889226,5.949012152510365,15.0,False,False,True
9003,2021,896854,5.952721749448629,13.2,False,False,True
9005,2019,180333,5.256075207623722,14.0,False,False,False
9005,2020,179610,5.254330512865347,15.6,False,False,False
9005,2021,185000,5.267171728403014,12.7,False,False,False
9007,2019,162436,5.210682286411963,13.2,False,False,False
9007,2020,161657,5.208594514982544,14.2,False,False,False
9007,2021,164759,5.216849147354544,12.3,False,False,False
9009,2019,854757,5.931842666121368,15.0,False,False,True
9009,2020,851948,5.930413087721806,15.4,False,False,True
9009,2021,863700,5.9363629195977445,14.8,False,False,True
9011,2019,265206,5.423583345288598,13.6,False,False,False
9011,2020,264999,5.423244235086615,15.5,False,False,False
9011,2021,268805,5.429437342701036,14.7,False,False,False
9013,2019,150721,5.178173766904755,13.6,False,False,False
9013,2020,150600,5.177824971864681,13.5,False,False,False
9013,2021,150293,5.176938753493304,13.4,False,False,False
9015,2019,116782,5.067375908674526,17.3,False,False,False
9015,2020,116540,5.066475013754132,17.7,False,False,False
9015,2021,116418,5.066020134062204,16.8,False,False,False
10001,2019,180786,5.257164795839777,18.9,True,False,False
10001,2020,183643,5.263974378805395,20.0,True,False,False
10001,2021,184149,5.265169364811018,18.0,True,False,False
10001,2022,189789,5.278271037502546,14.0,True,False,False
10003,2019,558753,5.747219867916186,15.4,True,False,False
10003,2020,561531,5.749373737012985,14.8,True,False,False
10003,2021,571708,5.757174269407812,13.8,True,False,False
10003,2022,578592,5.76237242450748,11.8,True,False,False
10005,2019,234225,5.369633247621898,17.5,True,False,False
10005,2020,241635,5.383159840569778,16.4,True,False,False
10005,2021,247527,5.393622578265388,15.0,True,False,False
10005,2022,263509,5.420795452882864,14.6,True,False,False
11001,2019,705749,5.848650271452624,14.2,True,False,False
11001,2020,712816,5.852977439392628,12.3,True,False,False
11001,2021,670050,5.826107211527519,11.3,True,False,False
11001,2022,678972,5.8318518648604325,9.5,True,False,False
12001,2019,269043,5.429821696992357,16.1,False,False,False
12001,2020,271218,5.433318509093485,16.4,False,False,False
12001,2022,285994,5.456356921960424,12.7,False,False,False
12005,2019,174705,5.242305334526925,22.1,False,False,False
12005,2020,171322,5.233813135674882,20.8,False,False,False
12005,2022,190769,5.280507803162833,14.7,False,False,False
12009,2019,601942,5.779554646916536,18.0,False,False,False
12009,2020,608459,5.784231319339032,16.8,False,False,False
12009,2022,643979,5.808871705352325,13.0,False,False,False
12011,2019,1952778,6.290652873674381,14.9,False,False,True
12011,2020,1958105,6.2918359763833305,15.8,False,False,True
12011,2022,1962531,6.292816525556198,11.8,False,False,True
12021,2019,384902,5.5853501677501045,15.6,False,False,False
12021,2020,392973,5.594362712324969,15.2,False,False,False
12021,2022,404310,5.606714483087596,11.2,False,False,False
12023,2019,71686,4.855434347907406,25.9,False,False,False
12023,2020,72654,4.861259529578378,23.6,False,False,False
12023,2022,73063,4.8636975005709,18.6,False,False,False
